Teshin	speaks	Beware the ravenous Golden Maw!
Operator	speaks	Why does it have to be ravenous?
Teshin	speaks	The Queen burrows into your mind just as the creature worms beneath your feet. With each step, you will discover what Margulis took from you. With each step, pain awaits you.
Operator	speaks	I can't even remember her face.
Teshin	speaks	Your past has weathered Margulis' manipulation. It lurks here, your only hope of surviving the Queens.
Teshin	speaks	Destroy this barrier and go deeper into your past.
Operator	speaks	Sounds great, Teshin.
Operator	speaks	(grunts)
Operator	speaks	The air was acrid and still.
Elder Queen	speaks	The biomes had been sabotaged. The food stocks dwindled. Paranoia gripped your father's mind. What was it he said - as he stared out into the starless black?
Operator	speaks	Something's out there, kiddo... watching us.
Operator	speaks	(grunts)
Operator	speaks	The whole ship went insane.
Teshin	speaks	You exist on the fold between two worlds. The world we know, of blood and steel, and the world that watches and dreams, the Void. Charge across the fold as you once did.
Operator	speaks	Incredible. And I was kicking myself for not bringing a rope.
Operator	speaks	(grunts)
Operator	speaks	I smell... smoke.
Elder Queen	speaks	Fires rage on the lower decks. Blood shimmers in the fitful light. Hunting parties roam the ship. But there is singing and laughter and play... for all the children have come together. Their minds, somehow unbent. You wipe away your tears, thinking-
Operator	speaks	This is my family now.
Operator	speaks	They tore her apart.
Teshin	speaks	The Queen is nearly through. She knows what you did, giving her resolve. Now, you must master the fold. Walk upon its edge, concealing your movement within the shadows you create.
Operator	speaks	Shadows I create. Another Teshin metaphor, right?
Operator	speaks	I can hear them...
Operator	speaks	(grunts)
Elder Queen	speaks	The grownups are howling at the door... drowning mad in the Void ocean but you... you are at ease swimming within the depths! You remember then how the howling stopped - they had broken through.
Operator	speaks	I held out hope we'd be rescued. So I avoided the bloodshed.
Operator	speaks	They had lost their minds. I didn't blame them. We build[sic] a makeshift prison.
Operator	speaks	They were nothing but animals by then. So I hunted.
Teshin	speaks	Your repressed power has returned, fused with your Tenno abilities, amplifying them. You've outgrown the cradle. Now your Transference is innate. Control these Orokin beasts and escape this prison.
Operator	speaks	Control them? Like a Warframe?
Teshin	speaks	Know this Tenno, that I am a Dax. A soldier of a lost era, the last of my kind. By Orokin hands we Dax were given great power, great strength... but an even greater weakness.
Teshin	speaks	To obey their command. To never defy the Kuva, the Scepter, the symbols of their dominion. No Dax can ever raise steel against an Orokin. Only you can do that.
Teshin	speaks	A Yuvan theater, long abandoned. In ages past, I would have stood guard as the young and exotic were paraded through the mountain pass and marched by the viewing pane. They'd barter here, the Orokin. Withering and coughing- as they prepared for their Continuity.
Operator	speaks	She doesn't want me dead.
Teshin	speaks	No. The Queen doesn't want to kill you. She wants to become you. To burrow through your mind corrupting it with despair until only she remains.
Operator	speaks	(grunts)
Elder Queen	speaks	No crew aboard, only the children... only the parricidal monsters they had become. The endless Void, the gazing abyss, the bottomless ocean of horror... it coiled itself around your tender heart.
Operator	speaks	I hated it.
Operator	speaks	I controlled it.
Operator	speaks	I embraced it.
Ordis	speaks	CUT THE LINK!
Ordis	speaks	CUT THE LINK! Transference overload in 5...4...3...2...1
Operator	speaks	(screams)
Ordis	speaks	Operator? Is that... is that 'you'? Your brain activity flat-lined for a moment there... Can you speak? By stars, the Operator's mind is destroyed?!!
Operator	speaks	I... I'm fine. Just... just don't play any music. I need to think.
Ordis	speaks	Music? ...Operator you are not making sense! The Transference surge must have affected you as well. Try to rest while I begin repairs.
Ordis	speaks	Understood. The Operator does not like music.
Ordis	speaks	Hmm... this is odd. The circuits are dead but I'm detecting Transference energy... coming from... coming from you?!
Ordis	speaks	Amazing. How are you doing this? It is slightly terrifying if I'm honest.
Ordis	speaks	Operator, my sensors have gone dark. Where are you?
Ordis	speaks	Oh. There you are! Impressive. Very useful. Ordis is a little afraid right now.
Ordis	speaks	Operator, you'll breach the hull! Please restrain yourself.
Ordis	speaks	Have you lost your mind?
Operator	speaks	No. But I've lost my Warframe... and Teshin... what if the Queens know that he helped me escape? I have to go back.
Ordis	speaks	Impossible! Just as you thought, the base has moved again. We don't know where it is. There's no way back.
Operator	speaks	My Warframe. It's still there.
Ordis	speaks	Haven't you been listening? The Transference system is fried!
Operator	speaks	I don't need it anymore.
Ordis	speaks	Operator, where are you going? Don't leave meeeeee...
Elder Queen	speaks	What did you do, Dax? What did you do?! How did a child reject the Continuity?
Teshin	speaks	Forgive me, my Queens.
Elder Queen	speaks	We hold the Scepter! We command you. We are--
Worm Queen	speaks	Sister! The dreamer's come for us!
Teshin	speaks	Tenno, no! After everything you've endured to escape, why did you come back?
Operator	speaks	I came back for you.
Elder Queen	speaks	Stupid child. You don't give up, do you? But coming here in the flesh? That was a big mistake. Guards! Kill this Warframe and bring me my new skin!
Teshin	speaks	The Guardians protect the braids, the braids protect the Queen.
Teshin	speaks	Tenno, this is one fight your Warframe cannot win.
Teshin	speaks	Remember the mountain. Remember your new strength.
Teshin	speaks	It's time to show the Queens what they have awoken within you.
Teshin	speaks	Their weapons contain Kuva, it protects them from your Warframe but not from your Tenno powers.
Teshin	speaks	They are protected by the Kuva in their weapons. Find a way to disarm them.
Teshin	speaks	Tenno, remember the Golden Maw and how you brought it to heel.
Teshin	speaks	Let the Guardians feel your pulse from the Void.
Teshin	speaks	They're vulnerable. Attack.
Teshin	speaks	The red braids shield her. Destroy them!
Elder Queen	speaks	Shut up you insolent Dax!
Elder Queen	speaks	Guards! Kill this Tenno!
Elder Queen	speaks	Long enough have I lived in this ugly Grineer bodies. I need new flesh... I deserve new flesh! Yours! Guards! Kill this Warframe and bring me my new skin!
Elder Queen	speaks	By my Orokin blood, I command you, Teshin Dax, to kill this Tenno.
Teshin	speaks	No, I cannot.
Elder Queen	speaks	You must. By your oath eternal.
Teshin	speaks	That child I met on the mountain will surely die here.
Operator	speaks	That child is gone.
Teshin	speaks	I can show you no mercy, show me none in return.
Teshin	speaks	Yes! From the moment I began training you, I have anticipated this moment.
Teshin	speaks	You must not stop, defeat me.
Teshin	speaks	You are a child no longer.
Teshin	speaks	I am beaten.
Teshin	speaks	I... Cannot go... On...
Elder Queen	speaks	We are Orokin! We created you! We are your Golden Lords!
Elder Queen	speaks	Come out, come out, little demon.
Teshin	speaks	Without her Sceptre[sic], she is powerless. Break her shields and use your dash to steal it.
Elder Queen	speaks	You'll pay for that.
Elder Queen	speaks	I see now, how you cast me out. Simple, really. There's no room for me in that wicked, swarming head of yours.
Elder Queen	speaks	Is this how you hunted the Zariman crew? Is this how you murdered your parents?
Elder Queen	speaks	Show yourself you little coward.
Elder Queen	speaks	(screeches)
Operator	speaks	(grunts)
Elder Queen	speaks	What are you waiting for, Dax?
Teshin	speaks	A chance to kill you... and now I finally have it.
Teshin	speaks	Shall I, Tenno?
Operator	speaks	No. Let her rot. That will be her sentence.
Operator	speaks	No. I will do it.
Queen	speaks	No! NO! AHHH
Operator	speaks	Kill her.
Queen	speaks	No! NO! AHHH
Teshin	speaks	The Worm has rallied the troops. Get to your ship. I'll divert them. Go!
Lotus	speaks	Tenno? Tenno? I've been trying to get through. Are you... alright? Your Transference stream seems different, stronger.
Operator	speaks	We have neutralized the Queens. Teshin... Teshin helped me. I'm heading to extraction now.
Lotus	speaks	The Queens... they cut me off... I should have been there for you. I'll signal Ordis to pick you up right away.
Operator	speaks	Understood.
Worm Queen	speaks	Beast! Get that thing! Don't let it escape!
Worm Queen	speaks	Where do you think you're going skin suit? I have plans for you, delicious plans.
Ordis	speaks	Thank the stars you're safe Operator! I forbid you to leave the Orbiter like that again, it's just too much for an old Cephalon like me.
Elder Queen	speaks	(screeches)
Elder Queen	speaks	(coughing)
Ordis	speaks	You rescued your Warframe! What a relief. But... Ordis wonders, are you still able to walk the ship as... yourself?
Ordis	speaks	Impressive! Just think of the possibilities! You can help me clean up that Infested door!
Lotus	speaks	A mother wants to shield her child from the evils of the world. Margulis didn't lie to you. She protected you.
Operator	speaks	But isn't it better I know the truth? Wouldn't you want to know? Teshin said--
Lotus	speaks	Teshin thinks he knows better. Maybe he does? Maybe you needed to know to survive the Queens. But you are changed now.
Operator	speaks	That's what you have to say? That I'm 'changed'?
Lotus	speaks	What you did. You didn't have a choice. Tenno, you were only just a--
Operator	speaks	Don't. Don't do that. Don't make excuses for me.
Ordis	speaks	What's this? An Old War beacon? How exciting, Operator. You will want to investigate this... Oh. I'm sorry... did I interrupt?
Teshin	speaks	You don't know what to do with it.
Operator	speaks	Tell me.
Teshin	speaks	Hmm... Some believe the Kuva within is the blood of the Orokin Ancestors. An elixir of power... of immortality.
Teshin	speaks	Others believe it to be a poison, a corrupting oil that brings madness and evil.
Elder Queen	speaks	(ambient noises)
Operator	speaks	What do you believe?
Teshin	speaks	I believe them both. But for you, Tenno, perhaps this Kuva is just a symbol. That what you choose to do will define you more than anything.
Teshin	speaks	The world weighs more heavily on you now. Try not to lose yourself, Tenno.
Operator	speaks	I won't.
Ordis	speaks	Operator, Ordis has been thinking. Now that you are here in the flesh, we should make the Orbiter more comfortable. Ordis has identified an old storage space you could use. Stand by while I --TORCH THIS JUNK-- dispose of my old belongings. Out with the old and in with the new, right, Operator? Construct this Domestic Habitation Segment to extend life support to your new room.
