Loid (Original)	speaks	A Tenno? A deserter, presumably? Is it not aware there's a war going on? *sigh* So. The war, too, is just a memory now.
Loid	speaks	Tenno, while Loid completes his inspections, you'd better meet the Cavia... a reminder of darker times. Though Master Entrati always hoped the awaited Operator would be able to understand them?
Fibonacci	speaks	Yara mig!
Tagfer	speaks	(moan)
Bird 3	speaks	Zek? Aba! Zek? Zek?
Loid	speaks	Ugh, an... incomplete experiment, one might say.
Loid (Original)	speaks	Albrecht left a great deal... incomplete. The Vessels are unfinished, like a book one might one day return to. Operable, barely. The Sequence dictates I am to wait for their Operator... Clearly, that cannot be you?
Loid	speaks	Oh, it can be. Tenno, Master Entrati's Grimoire suggests you are the key. That colorless antique there - use it.
Loid (Original)	speaks	This isn't right. The Transference stream... it's being diverted!
Automated Announcer	speaks	Please note: payment processing systems are down. All ticketing stations are cash only.
Aoi	speaks	(breathing heavily) Arthur. Find a terminal. Check-in. I need to know you made it.
Arthur	speaks	Aoi? Feels like there's... someone in my head...
Aoi	speaks	(breathing heavily) Nearly done with this bitch of a year. I wish we could just start over. Find that Dr. Entrati bastard on day one. Then I wouldn't be alone on New Year's Eve.
Aoi	speaks	They've found me. Keep going, Arthur. Find Dr Entrati. Follow him into hell if you have to! *uses Polarize* (Screaming)
TV Announcer	speaks	It's comin' up to midnight, folks! Is YOUR PC ready for the new millennium? Orrrr... are YOU one of the switched-on thinkers who can tell this so-called Y2K event is just a bunch of bullpucky? Stay tuned. Here's where we find out!
Loid (Original)	speaks	So... Albrecht made it to 1999 in one piece. But that thing is still on his heels. Albrecht rarely smiled, after his return from the Void. And never like that... I smashed the casket for NOTHING! IT FOLLOWED HIM ANYWAY!
Fibonacci	speaks	YARA MIG! URU URU YARA MIG!
Tagfer	speaks	ZEK! ZEK! ABA? ZEK! ZEK! ABA?
Bird 3	speaks	MIG? MIG? RE-UN?
Loid (Original)	speaks	SILENCE, CREATURES! It seems the Murmur overloaded your connection. Unfortunately for Albrecht's cherished Pom-2. Not as 'future proof' as the label claimed, alas.
Loid (Original)	speaks	The Murmur. They're attacking the sensory network I installed, our eyes and ears! To arms, Tenno - play the warrior, and leave the tactics to me!
Loid (Original)	speaks	Construct - I'm awake. Your one responsibility is fulfilled. Be with the family. They must be kept at the state of ignorance to which my Albrecht so wisely consigned them.
Loid	speaks	But I - Yes. I see. Until we meet again, Tenno.
Loid (Original)	speaks	The Murmur presumes to destroy our auditory and visual sensors. In all the time I have been asleep, they have never ONCE been so bold!
Tagfer	speaks	IIRE! SHOGRUN UKUL!
Loid (Original)	speaks	Ignore the Cavia, Tenno. If Albrecht ever understood their babble, he never bothered to share that knowledge with me.
Loid (Original)	speaks	Here they come. After all those years of creeping, silent encroachment... something has changed them. Stirred them up.
Loid (Original)	speaks	The Necramechs could never be compelled to attack the Murmur. Albrecht suspected they could no longer distinguish between the Indifference... and himself. A theory he was reluctant to confirm.
Loid (Original)	speaks	There is a defense system, of sorts. Gather enough of the floating Vosphene Glyphs, and they should reinvigorate the organs you're here to protect. A fallback system, in case... the promised Operator never showed.
Loid (Original)	speaks	They're shifting focus! Get to the Vitreum! Look at them. 'The Indifference.' He could have given lessons in indifference.
Fibonacci	speaks	KOMEK! UTEH KOMEK!
Loid (Original)	speaks	Albrecht once thought the Cavia should have been destroyed. Failures, all. But he briefly showed reluctance, and I saw no reason to punish them for his negligence.
Loid (Original)	speaks	I saw off Granum's thugs. I beat back the Infested. And by the Void, I shall see the end of these monstrosities.
Loid (Original)	speaks	Dust yourself down, Tenno. We are still alive. Rejoin me, and the Kalymos Sequence may proceed.
Fibonacci	speaks	YARA MIG! URU URU YARA MIG!
Loid (Original)	speaks	If the Cavia have been babbling our secrets to the Murmur, I shall immolate the lot of them, promise or no promise.
Loid (Original)	speaks	It seems Albrecht said more than we heard. Despite the signal becoming corrupted, his words to you are preserved in the Transference buffer. We should extract them... but for that the Pom-2 requires a replacement 'board', and those are all hidden away in the Netracells. You do understand that accessing a Netracell without a Keyglyph is completely impossible?
Tagfer	speaks	Mara lohk! Mara lohk!
Loid (Original)	speaks	A Keyglyph. So. The Cavia have provided the very item we require. Very well: proceed to the Netracell at your own risk, Tenno. That babbling oddity may be sending you into a trap, and if you do end up in one, I'm afraid you are on your own.
Loid (Original)	speaks	Keyglyphs are a heavy burden for living beings to bear. Each type will impede you in its own way.
Loid (Original)	speaks	You are his demon! Not mine! I WON'T listen!
Loid (Original)	speaks	My apologies, Tenno. I shall refrain from further outbursts.
Loid (Original)	speaks	There. A Netracell. Albrecht stored all manner of sentimental old junk in these. Insert the Keyglyph.
Loid (Original)	speaks	The Netracell's security apparatus is diligent. That door won't open while it can sense The Murmur nearby. So. Eliminate them.
Loid (Original)	speaks	Necramites! The lab's automated systems are trying to lock down the Netracell. Your only option is to destroy them.
Loid (Original)	speaks	Cold stone. Sardonic aloofness. I was a fool not to see the resemblance before.
Loid (Original)	speaks	Excellent. Return to me with the board, Tenno.
Loid (Original)	speaks	Thank you. A moment, please.
Loid (Original)	speaks	Would you do the honors?
Albrecht Entrati	speaks	Arthur? Tenno? Forgive me. I need Loid to understand why I had to leave. Without him. Why I forced him to destroy the device after I had gone. And why I could never say the words he so needed to hear.
Albrecht Entrati	speaks	If I had remained in the Deimos laboratory, Loid would never have been safe from ... Him. You know of what I speak. And so I retreated to the only place in history where that entity could not easily follow. To draw His greedy eye away from Loid.
Albrecht Entrati	speaks	Tenno - I. Require. Your. Trust. Craft the little curio whose blueprints you will find in the computer's memory. Complete the Kalymos Sequence. Repair. Rebuild. When the time is right, find me.
Loid (Original)	speaks	The skin of a martyr doesn't suit you, Albrecht. If something mattered... he'd have found a way. It's too late. You heard him, Tenno! He requires your trust. So craft the bloody thing.
Loid (Original)	speaks	The Jahu Gargoyle. Bring it back here and we shall... examine what 'Form' will do to help us.
Loid (Original)	speaks	Albrecht may have told you to build that thing, but given how he used people and threw them away, he may not have cared for your safety. If that gargoyle is a threat you must take it from the Sanctum immediately. Now, activate it.
Loid (Original)	speaks	Where did that come from? Identify yourself!
Fibonacci	speaks	Here! In the jar!" "Wha? The fish with the big brain?" "YES THE FISH WITH THE BIG BRAIN! Can we PLEASE, finally, get this INTERMINABLE process over with?
Loid (Original)	speaks	Albrecht used you to give the Cavia a voice, just as he used me to keep them alive. Such a resourceful man.
Fibonacci	speaks	So here we are then: the best of what's left. Clearly Papa's plan was countered. Color me surprised. Right, then. We may proceed with the Sequence.
Loid (Original)	speaks	You animals have observed us all this time, have you not? You've given yourself a ROLE in the Sequence?
Fibonacci	speaks	Indeed we have - come, Loid, it's named after Papa's favored pet! Spared the rod and spoiled. We know the Fragmented Ones are heralds of the Indifference. We know the Chosen Operator must summon and destroy them. And regrettably, you, Loid, have made this impossible.
Loid (Original)	speaks	Choose your words carefully, fish.
Fibonacci	speaks	Tenno: the Grimoire is incomplete, the final page hidden away. By Loid. Eh, be a darling and retrieve it. That's all. Run along.
Loid (Original)	speaks	So be it - the gift of decency was clearly not bestowed upon the Cavia, Tenno, but I cannot deny the page's current status is lost.
Bird 3	speaks	Talk?" (gasps) "Talk! I can talk! Hey! Hey! Ooh! Ooh! Mister Loid! Mister Loid! Where is Papa? Why did Papa leave us? Mister Loid?
Tagfer	speaks	Papa is gone. We could all be gone too. In an instant. Like... like... We have to keep quiet.
Bird 3	speaks	Okay!
Fibonacci	speaks	Allow me to boil this down for you: should the Indifference's corrupting touch reach us and take back our speech? We would be screwed! So: be a love and eradicate the Murmur in this patch before the big bad gets word that Loid's awake and the fish is talking.
Loid (Original)	speaks	Tenno... there is some truth to what the... fish... says. That page was the last thing my Albrecht ever wrote. Meant for me. Since I had no interest in reading his endless self-justifications, I hid it away instead. But with all this chaos, it's undetectable.
Fibonacci	speaks	So long as the Indifference is missing a digit, it is confined to the strands of Khra. Don't ask, your tiny mind would likely pop under the strain of understanding. This limitation is our one hope
Loid (Original)	speaks	Do not patronize the Tenno, fish. The strands of Khra are merely Void-renderings of the chains of cause and effect. Conceptually embodied timelines, if you will.
Fibonacci	speaks	Papa's daughter excelled at explaining complicated concepts in childish terms. I see now where she learned it.
Fibonacci	speaks	Arousing as I'm sure this is for you, the rest of us are moments away from an extinction Grim! Black! And FINAL! *sigh* So. If you would be so kind. Finish up. So I can point you. Toward. That. Sodding. PAGE!
Fibonacci	speaks	Bravo. It was a long walk toward competence, but here you are. Now, please, the page.
Loid (Original)	speaks	There. It's done. Keep it to yourself, Tenno. I'm damned if I'm giving Albrecht the last word.
Loid (Original)	speaks	Tenno...
Fibonacci	speaks	A fell hand raps, uh, upon the Untime Door, and sans Grimoire we are undone! We've been rumbled.
Loid (Original)	speaks	Tenno? Are you there?! Thank Void! Listen. The Murmur diverted your Extraction-jump. We need you back at the Sanctum, now! Hurry!
Loid (Original)	speaks	It takes and it takes! It took my future, it's taking the Labs inch by inch... well, I won't let it take his BLOODY Cavia!
Fibonacci	speaks	The sodding Indifference seeks a path through the walls, and then, Tenno, through you! Keep it at bay!
Fibonacci	speaks	Rrrr. *groan* The strand holds. The Indifference approaches! Soon... it will take on mass.
Loid (Original)	speaks	Get out! There is nothing for you here! Get out! OUT!!
Fibonacci	speaks	Tenno, the Grimoire must speak with its own voice!
Albrecht Entrati	speaks	Loid... You gave me back my sight, but I would not spare you a glance. You gave me back my voice, but I never spoke to praise you as I should have. For you were my right hand. My strength, my support, my sanctuary. Even when the galleries hurled scorn upon me, your sole desire was to suffer it in my stead.
Albrecht Entrati	speaks	On your first day of service, you aspired to be worthy of me. I only wish that I could have been worthy of you, my Loid.
Loid (Original)	speaks	This stillness... Tenno... No. Operator.
Fibonacci	speaks	The strand of Khra has been cut while the Indifference remains undeterred. I foresee a grim and continuing struggle to safeguard Papa's laboratory from its fell and ruinous grasp.
Loid (Original)	speaks	Indeed. I shall not waver.
Loid (Original)	speaks	'Protect the Vessels. Repair. Rebuild.' So runs the Kalymos Sequence, and such is our task. In the version of the past we saw, My Albrecht said we were too late. The solution, naturally, is to arrive on time, next time. You keep the Murmur at bay, I shall fulfill my role: Punctuality. The Entrati family never could arrive on time without my help. And so... here I am, back to my old role. The diligent servant. Albrecht would have smiled at that, I think.
Loid (Original)	speaks	He said...
Loid (Original)	speaks	...do not let it see you weeping, Loid.
Loid (Original)	speaks	...my last sight of your face must not be marred by tears.
Loid (Original)	speaks	...how do I still deserve your tears after all I have done?
